DOI	Affiliations
10.1590/1980-5373-MR-2018-0269	Programa de Pós-Graduação em Engenharia Mecânica, Centro de Tecnologia, Universidade Federal Do Rio Grande Do Norte (UFRN), Campus Universitário, Lagoa Nova, Natal, RN, CEP: 59072-970, Brazil; Instituto Federal de Educação, Ciểncia e Tecnologia de Goiás (IFG), Luziânia, GO, Brazil; Instituto Federal de Educação, Ciểncia e Tecnologia Do Rio Grande Do Norte (IFRN), Mossoró, RN, Brazil
10.1039/c8sc03735c	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Theoretische Chemie, Technische Universität Dresden, Bergstraße 66c, König-Bau, Dresden, 01062, Germany; Wilhelm-Ostwald-Institut für Physikalische und Theoretische Chemie, Universität Leipzig, Linnéstraße 2, Leipzig, 04103, Germany
10.1080/00218839.2018.1494913	Federal Institute of Education, Science and Technology of Goiás (IFG), City of Goiás, Goiás, Residencial Bauman, Brazil; Federal University of Goiás (UFG), Campus II. Campus Samambaia, Goiânia, Goiás, Brazil; Goiano Federal Institute (IFGOIANO), Ceres, Goiás, Brazil
10.1515/zpch-2017-1081	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute of Organic Chemistry (IOC), Karlsruhe Institute of Technology (KIT), Fritz-Haber-Weg 6, Karlsruhe, 76131, Germany; Soft Matter Synthesis Lab, Institute of Biological Interfaces 3 (IBG3), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute of Toxicology and Genetics (ITG), Karlsruhe Institute of Technology (KIT), Hermann-von Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.1055/s-0043-115903	Klinik für Augenheilkunde, Universität zu Lübeck, Ratzeburger Allee 160, Lübeck, 23538, Germany; Labor für Angiogenese und Okuläre Zelltransplantation, Universität zu Lübeck, Germany; Praxis für Augenheilkunde, Institut für Gesundheitsökonomik (IfG), München, Germany
10.1002/chem.201804602	School of Chemistry, Physics and Mechanical Engineering, Queensland University of Technology (QUT), 2 George Street, Brisbane, QLD  4000, Australia; Macromolecular Architectures, Institut für Technische Chemie und Polymerchemie, Karlsruhe Institute of Technology (KIT), Engesserstr. 18, Karlsruhe, 76128, Germany; Institute for Applied Materials (IAM-ESS), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Karlsruhe Nano Micro Facility (KNMF), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute for Future Environments, Queensland University of Technology (QUT), 2 George Street, Brisbane, QLD  4000, Australia
10.1038/s41545-018-0026-6	Membrane Technology Department, Institute of Functional Interfaces (IFG-MT), Karlsruhe Institute of Technology, Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Department of Water and Environmental Science and Engineering, Nelson Mandela African Institute of Science and Technology, Arusha, P.O. Box 447, Tanzania; School of Engineering and Physical Sciences, Heriot-Watt University, Edinburgh, EH14 4AS, United Kingdom; Karlsruhe Institute of Technology (KIT), Institute of Microstructure (IMT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.24241/rcai.2018.120.3.73	Instituto Federal de Educação, Ciência e Tecnologia de Goiás (IFG), Campus Uruaçu, Brazil; Instituto de Estudos em Desenvolvimento Agrário e Regional (IEDAR), Universidade Federal do Sul e Sudeste do Pará (UNIFESSPA), Brazil
10.3390/inorganics6040132	Departamento de Química, Universidade Federal de São Carlos, São Carlos, SP, CEP 13565-905, Brazil; Instituto Federal Goiano-IFG, Campus Ceres, Ceres, GO, CEP 76300-00, Brazil; Departamento de Gerontologia, Universidade Federal de São Carlos, São Carlos, SP, CEP 13565-905, Brazil; Instituto Nacional de Metrologia, Qualidade e Tecnologia, INMETRO, Xerem, RJ, CEP 25250-020, Brazil; Departamento de Química, ICE, Universidade Federal de Juiz de Fora, Juiz de Fora, MG, CEP 36036-900, Brazil
10.1038/s41467-018-06829-3	Karlsruhe Institute of Technology (KIT) Institute of Functional Interfaces (IFG), Hermann-von-Helmholtz Platz-1, Eggenstein-Leopoldshafen, 76344, Germany; Karlsruhe Institute of Technology (KIT) Institute of Microstructure Technology (IMT), Hermann-von-Helmholtz Platz-1, Eggenstein-Leopoldshafen, 76344, Germany; Universitè Lunam, Universitè de Nantes, CNRS, Chimie et Interdisciplinaritè: Synthèse, Analyse, Modèlisation (CEISAM), UMR 6230, 2 rue de la Houssiniere, Nantes cedex 3, 44322, France; Karlsruhe Institute of Technology (KIT), Institute of Nanotechnology (INT), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, 76344, Germany; Institute of Physics and Technology, International X-ray Optics Lab, National Research Tomsk Polytechnic University (TPU), 30 Lenin ave, Tomsk, 634050, Russian Federation; Karlsruhe Institute of Technology (KIT) Light Technology Institute (LTI), Engesserstrasse 13, Karlsruhe, 76131, Germany
10.1038/s41598-018-19893-y	Department of Physics, Chemistry and Biology (IFM), Linköping University, Linköping, SE-581 83, Sweden; Institute of Physics, University of Brasília, Brasília, 70.919-970, Brazil; Goias Federal Institute of Science and Technology, IFG, Luziânia, 72.811-580, Brazil; Department of Electrical Engineering, University of Brasília, Brasília, 70919-970, Brazil
10.1109/ISSRE.2018.00026	Instituto de Inform tica, Universidade Federal de Goi s - UFG, Goiânia - GO, Brazil; Instituto Federal de Goi s (IFG), Goiânia - GO, Brazil; Universidade Federal de S o Carlos - UFSCAR, S o Carlos - SP, Brazil
10.1021/acsami.8b14771	Institute of Organic Chemistry (IOC), Karlsruhe Institute of Technology (KIT), Karlsruhe, 76131, Germany; Institute of Toxicology and Genetics (ITG), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, 76344, Germany; Institute for Applied Materials (IAM), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, 76344, Germany; Karlsruhe Nano Micro Facility (KNMF), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, 76344, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, 76344, Germany; Departments of Materials Science and Engineering and Bioengineering, University of California Berkeley, Berkeley, 94720, United States
10.1002/chem.201803306	College of Chemistry and Molecular Engineering, Zhengzhou University, Zhengzhou, 450001, China; Laboratory of Industrial Chemistry, Ruhr-University Bochum, Bochum, 44780, Germany; Max Planck Institute for Chemical Energy Conversion, Mülheim an der Ruhr, 45470, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, 76344, Germany; Department of Chemistry, University of Puerto Rico, San Juan, Rio Piedras  00931, United States
10.1002/admi.201800985	State Key Laboratory of Structural Chemistry, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, 350002, China; College of Chemistry, Fuzhou University, Fuzhou, Fujian  350108, China; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.2134/jeq2018.01.0014	Soil Science Dep., Univ. Federal de Lavras, Minas Gerais, 37200-000, Brazil; Soil Dep., Univ. Federal de Viçosa, Viçosa, Minas Gerais, 36570-900, Brazil; National Institute of Science and Technology, INCT-Acqua, Belo Horizonte, Minas Gerais, 31270-901, Brazil; Instituto Federal de Rondônia, IFRO Campus, Jaru, Rondônia, 76890-000, Brazil; IFG, Instituto Federal de Goiás, Campus Águas Lindas de Goiás, Águas Lindas de Goiás, Goiás, 72910-733, Brazil
10.12720/jcm.13.11.618-626	Universidade de Brasília-UnB, Departamento de Engenharia Elétrica, Brasília, Brazil; Instituto Federal de Goiás-IFG, Luziânia, Brazil
10.1016/j.tsf.2018.09.004	Centre of Physics, University of Minho, Guimarães, 4804-533, Portugal; Institute of Functional Interfaces (IFG), Karlsruhe Nano Micro Facility (KNMF), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, D-76344, Germany; Institute for Applied Materials (IAM), Karlsruhe Nano Micro Facility (KNMF), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, D-76344, Germany; LEPABE, Faculty of Engineering of the University of Porto, Rua Roberto Frias s/n, Porto, 4200-465, Portugal
10.1002/adfm.201801545	School of Chemistry, Joseph Banks Laboratories, University of Lincoln, Lincoln, LN6 7TS, United Kingdom; Chemistry Department and Center for NanoScience, Ludwig-Maximilians-Universität München (LMU), Munich, 80539, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, 76344, Germany; Centre for Surface Chemistry and Catalysis, KU Leuven, Leuven, 3001, Belgium; Department of Colloid Chemistry, Max Planck Institute of Colloids and Interfaces, Potsdam, 14476, Germany
10.1109/EMBC.2018.8513465	Nstitute for Automation and Applied Informatics (IAI), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein, 76344, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein, 76344, Germany
10.1016/j.scienta.2018.06.001	Universidade Federal de Goiás (UFG), Escola de Agronomia (EA), Campus Samambaia, Rodovia Goiânia-Nova Veneza, Km 0, s/n, Goiânia, GO CEP  74690-900, Brazil; Agência Goiana de Assistência Técnica, Extensão Rural e Pesquisa Agropecuária (EMATER), Rua Amazílio Lino Souza - Vila Santana, Anápolis, GO CEP  75113-635, Brazil; Instituto Federal Goiano (IFG), Campus Urutaí, Rodovia Geraldo Silva Nascimento km-12,5 - Zona Rural, Urutaí, GO  75790-000, Brazil
10.1145/3269206.3271797	UFMG, Brazil; IFG, Brazil; UFSJ, Brazil; Seek AI Labs, Brazil
10.1109/EEEIC.2018.8494398	Mechanical and Computer Engineering (EMC), Federal University of Goias (UFG), School of Electrical, Goiania, Brazil; Federal Institute of Goias (IFG), Experimental and Technological Research and Study Group (NExT), Goiania, Brazil
10.1109/EEEIC.2018.8494426	School of Electrical, Mechanical and Computer Engineering (EMC), Federal University of Goias (UFG), Goiania, Brazil; Experimental and Technological Research and Study Group (NExT), Federal Institute of Goias (IFG), Goiania, Brazil
10.1016/j.watres.2018.06.033	Federal Institute of Hydrology (BfG), Am Mainzer Tor 1, Koblenz, D-56068, Germany; Karlsruhe Institute of Technology (KIT), Institute of Functional Interfaces (IFG), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, D-76344, Germany; Max Rubner-Institut (MRI), Federal Research Institute of Nutrition and Food, Haid-und-Neu-Straße 9, Karlsruhe, D-76131, Germany
10.1002/anie.201806996	Karlsruhe Institute of Technology (KIT), Institute of Functional Interfaces (IFG), Hermann-von-Helmholtz Platz-1, Eggenstein-Leopoldshafen, 76344, Germany; Université Lunam, Université de Nantes, CNRS, Chimie et Interdisciplinarité: Synthèse, Analyse, Modélisation (CEISAM), UMR 6230, 2 rue de la Houssinière, Nantes cedex 3, 44322, France; Jawaharlal Nehru Centre for Advanced Scientific Research, Theoretical Science Unit (TSU), Bangalore, 560064, India; Karlsruhe Institute of Technology (KIT), Institute for Applied Materials (IAM), Hermann-von-Helmholtz Platz-1, Eggenstein-Leopoldshafen, 76344, Germany
10.1002/nsg.12009	Institute of Meteorology and Climate Research, Department Troposphere Research (IMK-TRO), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; TRUEBNER GmbH, Neustadt, Burgunderstr.42, Neustadt, 67435, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.1016/j.rbce.2018.04.015	Universidade Federal de Goiânia, Faculdade de Educação Física e Dança, Goiânia, GO, Brazil; Instituto Federal de Goiás (IFG), Anápolis, GO, Brazil
10.1016/j.scitotenv.2018.05.113	Membrane Technology Department, Institute of Functional Interfaces (IFG-MT), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Water and Environmental Science and Engineering, Nelson Mandela African Institute of Science and Technology (NMAIST), Arusha, Tanzania; School of Engineering and Physical Sciences, Heriot-Watt University, Edinburgh, EH14 4AS, United Kingdom; Karlsruhe Institute of Technology, Engler-Bunte-Institute, Water Chemistry and Water Technology, Karlsruhe, 76131, Germany; DOC-LABOR Dr. Huber, Eisenbahnstr. 6, Karlsruhe, 76229, Germany; Ngurdoto Defluoridation Research Station, P.O. Box 482, Usa River, Tanzania
10.1021/acsami.8b11525	Department of Chemical Engineering, University of Michigan, Ann Arbor, MI  48109, United States; Biointerfaces Institute, University of Michigan, Ann Arbor, MI  48109, United States; Institute for Functional Interfaces (IFG), Karlsruhe Institute of Technology, Karlsruhe, Baden-Württemberg, 76131, United States; Karlsruhe Nano Micro Facility, Karlsruhe Institute of Technology, Karlsruhe, Baden-Württemberg, 76131, United States
10.1002/adfm.201800846	Institute of Toxicology and Genetics (ITG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute for Chemical Technology and Polymer Chemistry (ITCP), Karlsruhe Institute of Technology (KIT), Engesserstrasse 18, Karlsruhe, 76131, Germany; Chemical Engineering, Materials Science and Engineering, Biomedical Engineering, and Macromolecular Science and Engineering, University of Michigan, Ann Arbor, MI  48109, United States; Biointerfaces Institute, B26, Rm. 133S, 2800 Plymouth Road, Ann Arbor, MI  48109, United States; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; WPI-Advanced Institute for Materials Research (AIMR), Tohoku University, 2-1-1, Katahira, Aoba-Ku, Sendai  980-8577, Japan
10.1039/c8nr04204g	Karlsruhe Institute of Technology, Institute of Functional Interfaces (IFG), Hermann-von-Helmholtz-Platz 1, Germany
10.1039/c8ay01010b	NeptunLab, Karlsruhe Institute of Technology (KIT), Institute of Microstructure Technology (IMT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, Germany
10.1021/acs.langmuir.8b00961	Institute of Chemistry and Biochemistry, Freie Universitaet Berlin, Berlin, 14195, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, 76344, Germany
10.1016/j.BPRINT.2018.e00023	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, Germany; Institute of Engineering in Life Sciences, Section IV: Biomolecular Separation Engineering, Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; Manufacturing and Process Technologies, Faculty of Engineering, University of Nottingham, University Park, Nottingham, NG7 2RD, United Kingdom
10.1590/2236-3459/70697	Universidade de Saõ Paulo (USP), Alameda Franca 260- A p. 102, Saõ Paulo/SP, 01422-000, Brazil; Instituto Federal de Educacaõ, Ciência e Tecnologia de Goiás (IFG), Rua Augusto Gontijo qd. 43, Goiânia/GO, 74423-440, Brazil
10.1016/j.jinorgbio.2018.06.007	Departamento de Química, Universidade Federal de São Carlos – UFSCar, Rodovia Washington Luís KM 235, CP 676, São Carlos, SP  13565-905, Brazil; Instituto Federal Goiano – IFG, Campus Ceres, Rodovia GO-154 KM 03, CP 51, Ceres, GO  76300-000, Brazil; Laboratório de Síntesis Orgánica, Facultad de Química, Universidad dela Habana – UH, Habana, 10400, Cuba; Departamento de Gerontologia, Universidade Federal de São Carlos – UFSCar, Rodovia Washington Luís KM 235, CP 676, São Carlos, SP  13565-905, Brazil; Instituto de Física de São Carlos, Universidade de São Paulo – USP, CP 369, São Carlos, SP  13560-970, Brazil
